====================================================================================================
3-CARD PREFLOP SCORES FOR TOSS'EM HOLD'EM (MONTE CARLO)
====================================================================================================

Simulations per hand: 50000

Formula:
  Preflop Score = (3card_equity + 2card_eq_1 + 2card_eq_2 + 2card_eq_3) / 4

Total hand classes: 1911

----------------------------------------------------------------------------------------------------
Rank  Hand   Score   Raw3c   2c_1    2c_2    2c_3    Pattern  Best  
681   K53    0.5323  0.6052  0.5509  0.5323  0.4407  AAA      K5s   
682   A86    0.5322  0.5201  0.6023  0.5553  0.4513  AA_      A8s   
683   A75    0.5322  0.5312  0.5664  0.5588  0.4725  _AA      A7o   
684   AJ2    0.5322  0.5597  0.6072  0.5235  0.4383  ___      AJo   
685   Q77    0.5322  0.5084  0.6050  0.5076  0.5076  ___      77    
686   KJ5    0.5320  0.5142  0.5870  0.5509  0.4760  A_A      KJo   
687   QJ8    0.5320  0.4872  0.5981  0.5256  0.5172  AA_      QJs   
688   K63    0.5320  0.6054  0.5556  0.5323  0.4348  AAA      K6s   
689   Q93    0.5319  0.5886  0.5738  0.5126  0.4526  AAA      Q9s   
690   KQ2    0.5318  0.5579  0.5874  0.5221  0.4596  A_A      KQo   
691   884    0.5315  0.6160  0.6395  0.4547  0.4158  A_A      88    
692   KJ6    0.5315  0.5083  0.5870  0.5556  0.4750  A_A      KJo   
693   A76    0.5313  0.5259  0.5893  0.5553  0.4548  AA_      A7s   
694   A85    0.5313  0.5301  0.6023  0.5588  0.4340  AA_      A8s   
695   KQ4    0.5311  0.5210  0.6134  0.5027  0.4872  AA_      KQs   
696   A94    0.5310  0.5487  0.5794  0.5784  0.4173  A_A      A9o   
697   J96    0.5308  0.5537  0.5632  0.5117  0.4947  AAA      J9s   
698   Q44    0.5308  0.5982  0.5212  0.5166  0.4872  A_A      Q4s   
699   A54    0.5308  0.5609  0.5588  0.5437  0.4597  _AA      A5o   
700   QT8    0.5308  0.4953  0.5663  0.5528  0.5087  A_A      QTo   
701   KJ5    0.5306  0.5097  0.5870  0.5175  0.5081  _AA      KJo   
702   QT8    0.5305  0.4889  0.5663  0.5413  0.5256  _AA      QTo   
703   K82    0.5305  0.6041  0.5699  0.5221  0.4259  AAA      K8s   
704   KQ8    0.5305  0.4714  0.5874  0.5376  0.5256  ___      KQo   
705   Q44    0.5305  0.5968  0.5212  0.5166  0.4872  AA_      Q4s   
706   KQ2    0.5303  0.5537  0.5874  0.4975  0.4826  _AA      KQo   
707   Q65    0.5302  0.5791  0.5332  0.5313  0.4773  AAA      Q6s   
708   JT3    0.5300  0.5694  0.5858  0.4930  0.4717  AAA      JTs   
709   775    0.5299  0.6062  0.6050  0.4725  0.4360  _AA      77    
710   775    0.5297  0.6053  0.6050  0.4725  0.4360  A_A      77    
711   A94    0.5296  0.5336  0.5794  0.5437  0.4618  _AA      A9o   
712   A87    0.5296  0.5035  0.5756  0.5664  0.4728  ___      A8o   
713   K98    0.5294  0.4916  0.5598  0.5376  0.5287  _AA      K9o   
714   AT4    0.5293  0.5221  0.6053  0.5437  0.4461  ___      ATo   
715   T96    0.5293  0.5626  0.5531  0.5067  0.4947  AAA      T9s   
716   JT8    0.5293  0.5013  0.5562  0.5509  0.5087  A_A      JTo   
717   KJ4    0.5291  0.5246  0.5870  0.5426  0.4620  A_A      KJo   
718   A93    0.5290  0.5474  0.5794  0.5367  0.4526  _AA      A9o   
719   QT9    0.5290  0.4802  0.5663  0.5433  0.5263  ___      QTo   
720   A75    0.5289  0.5314  0.5893  0.5588  0.4360  AA_      A7s   
721   JT8    0.5289  0.5007  0.5562  0.5413  0.5172  _AA      JTo   
722   KT6    0.5287  0.4983  0.5803  0.5294  0.5067  _AA      KTo   
723   A54    0.5287  0.5682  0.5863  0.5437  0.4163  AA_      A5s   
724   Q75    0.5285  0.5674  0.5430  0.5313  0.4725  AAA      Q7s   
725   994    0.5283  0.6115  0.6673  0.4173  0.4173  ___      99    
726   776    0.5282  0.5980  0.6050  0.4548  0.4548  ___      77    
727   KT6    0.5280  0.5046  0.5803  0.5556  0.4717  A_A      KTo   
728   A76    0.5280  0.5098  0.5811  0.5664  0.4548  A_A      A6s   
729   KQ3    0.5280  0.5336  0.6134  0.4941  0.4711  AA_      KQs   
730   A93    0.5280  0.5587  0.5794  0.5628  0.4112  A_A      A9o   
731   QT8    0.5279  0.4853  0.5919  0.5256  0.5087  AA_      QTs   
732   993    0.5277  0.6211  0.6673  0.4112  0.4112  ___      99    
733   A84    0.5276  0.5365  0.5756  0.5437  0.4547  _AA      A8o   
734   KJ6    0.5274  0.4948  0.6105  0.5294  0.4750  AA_      KJs   
735   AT3    0.5271  0.5356  0.6053  0.5367  0.4308  ___      ATo   
736   J77    0.5268  0.5100  0.6050  0.4961  0.4961  ___      77    
737   T77    0.5267  0.5204  0.6050  0.4907  0.4907  ___      77    
738   977    0.5267  0.5380  0.6050  0.4819  0.4819  ___      77    
739   J86    0.5267  0.5526  0.5509  0.5117  0.4915  AAA      J8s   
740   K33    0.5265  0.6023  0.5323  0.4941  0.4775  AA_      K3s   
741   KJ8    0.5264  0.4639  0.5870  0.5376  0.5172  ___      KJo   
742   KQ6    0.5264  0.4828  0.5874  0.5294  0.5059  ___      KQo   
743   J95    0.5263  0.5524  0.5632  0.5081  0.4817  AAA      J9s   
744   K33    0.5263  0.6014  0.5323  0.4941  0.4775  A_A      K3s   
745   KJ4    0.5262  0.5167  0.5870  0.5027  0.4984  _AA      KJo   
746   KQ7    0.5262  0.4746  0.5874  0.5351  0.5076  ___      KQo   
747   JT9    0.5261  0.4905  0.5562  0.5315  0.5263  ___      JTo   
748   A92    0.5261  0.5591  0.5794  0.5235  0.4425  _AA      A9o   
749   A65    0.5261  0.5305  0.5811  0.5588  0.4339  AA_      A6s   
750   A65    0.5261  0.5127  0.5588  0.5553  0.4773  _AA      A5o   
751   885    0.5260  0.5965  0.6395  0.4340  0.4340  ___      88    
752   A86    0.5259  0.4957  0.5811  0.5756  0.4513  A_A      A6s   
753   KJ5    0.5259  0.4994  0.6105  0.5175  0.4760  AA_      KJs   
754   K98    0.5258  0.4860  0.5867  0.5376  0.4930  AA_      K9s   
755   K43    0.5257  0.5970  0.5426  0.5323  0.4308  AAA      K4s   
756   A96    0.5256  0.4829  0.5811  0.5794  0.4590  A_A      A6s   
757   KJ3    0.5255  0.5309  0.5870  0.5323  0.4518  A_A      KJo   
758   JT8    0.5252  0.4890  0.5858  0.5172  0.5087  AA_      JTs   
759   T86    0.5251  0.5608  0.5413  0.5067  0.4915  AAA      T8s   
760   K97    0.5250  0.4949  0.5598  0.5351  0.5103  _AA      K9o   
761   A92    0.5250  0.5689  0.5794  0.5535  0.3982  A_A      A9o   
762   A53    0.5249  0.5633  0.5588  0.5367  0.4407  _AA      A5o   
763   KJ3    0.5248  0.5253  0.5870  0.4941  0.4930  _AA      KJo   
764   AT2    0.5248  0.5490  0.6053  0.5235  0.4212  ___      ATo   
765   A74    0.5248  0.5363  0.5664  0.5437  0.4526  _AA      A7o   
766   KQ2    0.5247  0.5432  0.6134  0.4826  0.4596  AA_      KQs   
767   K72    0.5247  0.5991  0.5667  0.5221  0.4108  AAA      K7s   
768   Q84    0.5247  0.5700  0.5528  0.5212  0.4547  AAA      Q8s   
769   A94    0.5246  0.5322  0.6052  0.5437  0.4173  AA_      A9s   
770   Q92    0.5246  0.5846  0.5738  0.4975  0.4425  AAA      Q9s   
771   A54    0.5246  0.5446  0.5784  0.5588  0.4163  A_A      A4s   
772   JT2    0.5245  0.5755  0.5858  0.4748  0.4622  AAA      JTs   
773   877    0.5244  0.5472  0.6050  0.4728  0.4728  ___      77    
774   992    0.5244  0.6342  0.6673  0.3982  0.3982  ___      99    
775   KT6    0.5240  0.4895  0.6056  0.5294  0.4717  AA_      KTs   
776   A75    0.5240  0.5075  0.5863  0.5664  0.4360  A_A      A5s   
777   K98    0.5240  0.4732  0.5699  0.5598  0.4930  A_A      K8s   
778   A93    0.5237  0.5417  0.6052  0.5367  0.4112  AA_      A9s   
779   665    0.5236  0.6041  0.5789  0.4773  0.4339  _AA      66    
780   876    0.5235  0.6017  0.5085  0.4925  0.4915  AAA      87s   
781   A85    0.5234  0.4976  0.5863  0.5756  0.4340  A_A      A5s   
782   Q54    0.5233  0.5809  0.5313  0.5212  0.4597  AAA      Q5s   
783   K97    0.5232  0.4890  0.5867  0.5351  0.4819  AA_      K9s   
784   K52    0.5228  0.6024  0.5509  0.5221  0.4159  AAA      K5s   
785   A96    0.5227  0.4972  0.5794  0.5553  0.4590  ___      A9o   
786   A84    0.5227  0.5290  0.6023  0.5437  0.4158  AA_      A8s   
787   K62    0.5227  0.6065  0.5556  0.5221  0.4065  AAA      K6s   
788   665    0.5226  0.6002  0.5789  0.4773  0.4339  A_A      66    
789   A65    0.5225  0.5147  0.5863  0.5553  0.4339  A_A      A5s   
790   KJ2    0.5224  0.5420  0.5870  0.5221  0.4383  A_A      KJo   
791   986    0.5223  0.5745  0.5287  0.4947  0.4915  AAA      98s   
792   J85    0.5221  0.5540  0.5509  0.5081  0.4754  AAA      J8s   
793   A22    0.5220  0.5993  0.5235  0.5235  0.4417  ___      A2o   
794   J76    0.5220  0.5530  0.5309  0.5117  0.4925  AAA      J7s   
795   KT8    0.5220  0.4612  0.5803  0.5376  0.5087  ___      KTo   
796   KJ4    0.5216  0.5114  0.6105  0.5027  0.4620  AA_      KJs   
797   Q74    0.5215  0.5694  0.5430  0.5212  0.4526  AAA      Q7s   
798   KQ5    0.5215  0.4839  0.5874  0.5175  0.4973  ___      KQo   
799   KT5    0.5215  0.5003  0.5803  0.5509  0.4544  A_A      KTo   
800   A95    0.5215  0.4800  0.5863  0.5794  0.4402  A_A      A5s   
801   KJ7    0.5214  0.4675  0.5870  0.5351  0.4961  ___      KJo   
802   Q64    0.5214  0.5808  0.5332  0.5212  0.4504  AAA      Q6s   
803   766    0.5213  0.5589  0.5789  0.4925  0.4548  AA_      66    
804   A53    0.5213  0.5638  0.5863  0.5367  0.3984  AA_      A5s   
805   766    0.5210  0.5578  0.5789  0.4925  0.4548  A_A      66    
806   QJ7    0.5209  0.4704  0.5741  0.5430  0.4961  A_A      QJo   
807   882    0.5207  0.6321  0.6395  0.4259  0.3854  A_A      88    
808   T76    0.5206  0.5613  0.5220  0.5067  0.4925  AAA      T7s   
809   QJ7    0.5206  0.4697  0.5741  0.5309  0.5076  _AA      QJo   
810   KJ2    0.5205  0.5377  0.5870  0.4826  0.4748  _AA      KJo   
811   KT5    0.5203  0.4932  0.5803  0.5175  0.4902  _AA      KTo   
812   A92    0.5203  0.5543  0.6052  0.5235  0.3982  AA_      A9s   
813   A76    0.5203  0.5046  0.5664  0.5553  0.4548  ___      A7o   
814   A83    0.5202  0.5377  0.5756  0.5367  0.4308  _AA      A8o   
815   Q66    0.5201  0.4899  0.5789  0.5059  0.5059  ___      66    
816   Q98    0.5200  0.4823  0.5433  0.5287  0.5256  _AA      Q9o   
817   J94    0.5198  0.5560  0.5632  0.4984  0.4618  AAA      J9s   
818   A86    0.5197  0.4965  0.5756  0.5553  0.4513  ___      A8o   
819   882    0.5196  0.6276  0.6395  0.4259  0.3854  _AA      88    
820   A95    0.5196  0.4999  0.5794  0.5588  0.4402  ___      A9o   
821   J66    0.5195  0.5124  0.5789  0.5117  0.4750  AA_      66    
822   J66    0.5193  0.5115  0.5789  0.5117  0.4750  A_A      66    
823   883    0.5193  0.6197  0.6395  0.4308  0.3871  _AA      88    
824   A74    0.5191  0.5324  0.5893  0.5437  0.4110  AA_      A7s   
825   K96    0.5191  0.4924  0.5598  0.5294  0.4947  _AA      K9o   
826   883    0.5190  0.6188  0.6395  0.4308  0.3871  A_A      88    
827   T66    0.5189  0.5182  0.5789  0.5067  0.4717  AA_      66    
828   KT4    0.5188  0.5062  0.5803  0.5426  0.4461  A_A      KTo   
829   KQ4    0.5188  0.4977  0.5874  0.5027  0.4872  ___      KQo   
830   A64    0.5186  0.5248  0.5553  0.5437  0.4504  _AA      A6o   
831   A73    0.5185  0.5528  0.5664  0.5628  0.3922  A_A      A7o   
832   K96    0.5185  0.4995  0.5598  0.5556  0.4590  A_A      K9o   
833   Q55    0.5184  0.4958  0.5492  0.5313  0.4973  A_A      55    
834   976    0.5183  0.5758  0.5103  0.4947  0.4925  AAA      97s   
835   QJ8    0.5182  0.4561  0.5741  0.5256  0.5172  ___      QJo   
836   T66    0.5182  0.5157  0.5789  0.5067  0.4717  A_A      66    
837   A85    0.5181  0.5042  0.5756  0.5588  0.4340  ___      A8o   
838   A82    0.5181  0.5580  0.5756  0.5535  0.3854  A_A      A8o   
839   774    0.5181  0.6037  0.6050  0.4526  0.4110  A_A      77    
840   KT7    0.5181  0.4662  0.5803  0.5351  0.4907  ___      KTo   
841   KJ3    0.5181  0.5159  0.6105  0.4941  0.4518  AA_      KJs   
842   A83    0.5181  0.5468  0.5756  0.5628  0.3871  A_A      A8o   
843   J93    0.5178  0.5625  0.5632  0.4930  0.4526  AAA      J9s   
844   866    0.5177  0.5490  0.5789  0.4915  0.4513  A_A      66    
845   966    0.5176  0.5378  0.5789  0.4947  0.4590  A_A      66    
846   Q55    0.5176  0.4926  0.5492  0.5313  0.4973  AA_      55    
847   KT4    0.5175  0.5020  0.5803  0.5027  0.4851  _AA      KTo   
848   K42    0.5175  0.5990  0.5426  0.5221  0.4061  AAA      K4s   
849   Q98    0.5174  0.4773  0.5738  0.5256  0.4930  AA_      Q9s   
850   A82    0.5174  0.5447  0.5756  0.5235  0.4259  _AA      A8o   
851   A73    0.5174  0.5345  0.5664  0.5367  0.4321  _AA      A7o   
852   QT7    0.5172  0.4688  0.5663  0.5430  0.4907  A_A      QTo   
853   J98    0.5172  0.4913  0.5315  0.5287  0.5172  _AA      J9o   
854   A52    0.5171  0.5814  0.5588  0.5535  0.3746  A_A      A5o   
855   Q83    0.5171  0.5721  0.5528  0.5126  0.4308  AAA      Q8s   
856   A75    0.5168  0.5061  0.5664  0.5588  0.4360  ___      A7o   
857   866    0.5167  0.5451  0.5789  0.4915  0.4513  AA_      66    
858   J75    0.5166  0.5548  0.5309  0.5081  0.4725  AAA      J7s   
859   966    0.5165  0.5334  0.5789  0.4947  0.4590  AA_      66    
860   K87    0.5164  0.4845  0.5376  0.5351  0.5085  _AA      K8o   
861   A64    0.5164  0.5289  0.5811  0.5437  0.4119  AA_      A6s   
862   K87    0.5164  0.4878  0.5699  0.5351  0.4728  AA_      K8s   
863   K97    0.5163  0.4570  0.5667  0.5598  0.4819  A_A      K7s   
864   KT5    0.5162  0.4872  0.6056  0.5175  0.4544  AA_      KTs   
865   QJ7    0.5161  0.4626  0.5981  0.5076  0.4961  AA_      QJs   
866   QJ6    0.5160  0.4818  0.5741  0.5332  0.4750  A_A      QJo   
867   884    0.5160  0.5930  0.6395  0.4158  0.4158  ___      88    
868   A43    0.5158  0.5519  0.5437  0.5367  0.4308  _AA      A4o   
869   QJ6    0.5156  0.4708  0.5741  0.5117  0.5059  _AA      QJo   
870   774    0.5156  0.5938  0.6050  0.4526  0.4110  _AA      77    
871   T95    0.5155  0.5368  0.5531  0.4902  0.4817  AAA      T9s   
872   Q53    0.5154  0.5771  0.5313  0.5126  0.4407  AAA      Q5s   
873   KJ2    0.5154  0.5301  0.6105  0.4826  0.4383  AA_      KJs   
874   KT3    0.5153  0.5177  0.5803  0.5323  0.4308  A_A      KTo   
875   K96    0.5151  0.4853  0.5867  0.5294  0.4590  AA_      K9s   
876   Q33    0.5151  0.5991  0.5126  0.4775  0.4711  A_A      Q3s   
877   QJ5    0.5150  0.4786  0.5741  0.5313  0.4760  A_A      QJo   
878   KJ6    0.5150  0.4684  0.5870  0.5294  0.4750  ___      KJo   
879   775    0.5149  0.5827  0.6050  0.4360  0.4360  ___      77    
880   QT7    0.5149  0.4636  0.5663  0.5220  0.5076  _AA      QTo   
881   QJ5    0.5148  0.4797  0.5741  0.5081  0.4973  _AA      QJo   
882   A52    0.5148  0.5608  0.5588  0.5235  0.4159  _AA      A5o   
883   Q33    0.5148  0.5978  0.5126  0.4775  0.4711  AA_      Q3s   
884   J98    0.5147  0.4855  0.5632  0.5172  0.4930  AA_      J9s   
885   A82    0.5145  0.5469  0.6023  0.5235  0.3854  AA_      A8s   
886   A83    0.5145  0.5318  0.6023  0.5367  0.3871  AA_      A8s   
887   KQ3    0.5143  0.5046  0.5874  0.4941  0.4711  ___      KQo   
888   QT8    0.5142  0.4564  0.5663  0.5256  0.5087  ___      QTo   
889   A63    0.5142  0.5302  0.5553  0.5367  0.4348  _AA      A6o   
890   Q73    0.5142  0.5691  0.5430  0.5126  0.4321  AAA      Q7s   
891   T98    0.5141  0.5014  0.5531  0.5087  0.4930  AA_      T9s   
892   J84    0.5141  0.5523  0.5509  0.4984  0.4547  AAA      J8s   
893   A54    0.5138  0.5364  0.5588  0.5437  0.4163  ___      A5o   
894   K55    0.5136  0.4701  0.5492  0.5175  0.5175  ___      55    
895   KT3    0.5135  0.5081  0.5803  0.4941  0.4717  _AA      KTo   
896   K22    0.5134  0.6074  0.5221  0.4826  0.4417  AA_      K2s   
897   J65    0.5133  0.5562  0.5117  0.5081  0.4773  AAA      J6s   
898   KT2    0.5133  0.5296  0.5803  0.5221  0.4212  A_A      KTo   
899   Q82    0.5132  0.5766  0.5528  0.4975  0.4259  AAA      Q8s   
900   Q63    0.5132  0.5721  0.5332  0.5126  0.4348  AAA      Q6s   
901   KJ5    0.5131  0.4719  0.5870  0.5175  0.4760  ___      KJo   
902   A84    0.5129  0.4817  0.5784  0.5756  0.4158  A_A      A4s   
903   QT7    0.5128  0.4610  0.5919  0.5076  0.4907  AA_      QTs   
904   A43    0.5128  0.5540  0.5784  0.5367  0.3820  AA_      A4s   
905   A73    0.5128  0.5329  0.5893  0.5367  0.3922  AA_      A7s   
906   JT7    0.5126  0.4727  0.5562  0.5309  0.4907  A_A      JTo   
907   KT4    0.5126  0.4959  0.6056  0.5027  0.4461  AA_      KTs   
908   K22    0.5125  0.6037  0.5221  0.4826  0.4417  A_A      K2s   
909   QT6    0.5124  0.4707  0.5663  0.5067  0.5059  _AA      QTo   
910   A74    0.5123  0.4933  0.5784  0.5664  0.4110  A_A      A4s   
911   765    0.5122  0.6066  0.4925  0.4773  0.4725  AAA      76s   
912   Q98    0.5122  0.4596  0.5528  0.5433  0.4930  A_A      Q8s   
913   A53    0.5121  0.5285  0.5628  0.5588  0.3984  A_A      A3s   
914   KT2    0.5117  0.5219  0.5803  0.4826  0.4622  _AA      KTo   
915   K98    0.5117  0.4565  0.5598  0.5376  0.4930  ___      K9o   
916   QT6    0.5117  0.4756  0.5663  0.5332  0.4717  A_A      QTo   
917   K76    0.5115  0.4889  0.5351  0.5294  0.4925  _AA      K7o   
918   T98    0.5115  0.4853  0.5413  0.5263  0.4930  A_A      T8s   
919   QJ4    0.5115  0.4886  0.5741  0.5212  0.4620  A_A      QJo   
920   KQ2    0.5114  0.5162  0.5874  0.4826  0.4596  ___      KQo   
921   A52    0.5114  0.5612  0.5863  0.5235  0.3746  AA_      A5s   
922   KT6    0.5114  0.4642  0.5803  0.5294  0.4717  ___      KTo   
923   A64    0.5114  0.4999  0.5784  0.5553  0.4119  A_A      A4s   
924   QJ5    0.5114  0.4741  0.5981  0.4973  0.4760  AA_      QJs   
925   QJ4    0.5113  0.4857  0.5741  0.4984  0.4872  _AA      QJo   
926   K33    0.5113  0.5797  0.4941  0.4941  0.4775  ___      K3o   
927   QJ6    0.5113  0.4663  0.5981  0.5059  0.4750  AA_      QJs   
928   A94    0.5113  0.5048  0.5794  0.5437  0.4173  ___      A9o   
929   664    0.5112  0.6034  0.5789  0.4504  0.4119  _AA      66    
930   K86    0.5111  0.4859  0.5376  0.5294  0.4915  _AA      K8o   
931   A63    0.5111  0.5345  0.5811  0.5367  0.3922  AA_      A6s   
932   K95    0.5111  0.4852  0.5598  0.5175  0.4817  _AA      K9o   
933   A93    0.5110  0.5168  0.5794  0.5367  0.4112  ___      A9o   
934   J92    0.5109  0.5632  0.5632  0.4748  0.4425  AAA      J9s   
935   JT8    0.5109  0.4613  0.5562  0.5172  0.5087  ___      JTo   
936   JT7    0.5108  0.4691  0.5562  0.5220  0.4961  _AA      JTo   
937   T85    0.5108  0.5361  0.5413  0.4902  0.4754  AAA      T8s   
938   K87    0.5106  0.4655  0.5667  0.5376  0.4728  A_A      K7s   
939   A84    0.5105  0.5069  0.5756  0.5437  0.4158  ___      A8o   
940   K95    0.5105  0.4911  0.5598  0.5509  0.4402  A_A      K9o   
941   T94    0.5103  0.5410  0.5531  0.4851  0.4618  AAA      T9s   
942   K32    0.5102  0.5919  0.5323  0.5221  0.3947  AAA      K3s   
943   K76    0.5101  0.4895  0.5667  0.5294  0.4548  AA_      K7s   
944   664    0.5101  0.5991  0.5789  0.4504  0.4119  A_A      66    
945   J98    0.5100  0.4646  0.5509  0.5315  0.4930  A_A      J8s   
946   A72    0.5094  0.5369  0.5664  0.5235  0.4108  _AA      A7o   
947   985    0.5094  0.5517  0.5287  0.4817  0.4754  AAA      98s   
948   KT3    0.5093  0.5067  0.6056  0.4941  0.4308  AA_      KTs   
949   Q43    0.5091  0.5717  0.5212  0.5126  0.4308  AAA      Q4s   
950   A53    0.5089  0.5415  0.5588  0.5367  0.3984  ___      A5o   
951   K97    0.5086  0.4578  0.5598  0.5351  0.4819  ___      K9o   
952   A72    0.5085  0.5523  0.5664  0.5535  0.3619  A_A      A7o   
953   QJ3    0.5085  0.4953  0.5741  0.5126  0.4518  A_A      QJo   
954   KJ4    0.5084  0.4818  0.5870  0.5027  0.4620  ___      KJo   
955   K86    0.5084  0.4827  0.5699  0.5294  0.4513  AA_      K8s   
956   A65    0.5083  0.4850  0.5588  0.5553  0.4339  ___      A5o   
957   QT6    0.5083  0.4636  0.5919  0.5059  0.4717  AA_      QTs   
958   Q97    0.5082  0.4648  0.5433  0.5430  0.4819  A_A      Q9o   
959   JT7    0.5082  0.4603  0.5858  0.4961  0.4907  AA_      JTs   
960   875    0.5081  0.5760  0.5085  0.4754  0.4725  AAA      87s   
961   773    0.5080  0.6028  0.6050  0.4321  0.3922  A_A      77    
962   A92    0.5076  0.5292  0.5794  0.5235  0.3982  ___      A9o   
963   J74    0.5074  0.5479  0.5309  0.4984  0.4526  AAA      J7s   
964   773    0.5072  0.5996  0.6050  0.4321  0.3922  _AA      77    
965   A74    0.5072  0.5078  0.5664  0.5437  0.4110  ___      A7o   
966   KT2    0.5072  0.5194  0.6056  0.4826  0.4212  AA_      KTs   
967   J55    0.5067  0.4936  0.5492  0.5081  0.4760  AA_      55    
968   QJ4    0.5067  0.4796  0.5981  0.4872  0.4620  AA_      QJs   
969   QJ3    0.5067  0.4887  0.5741  0.4930  0.4711  _AA      QJo   
970   J55    0.5066  0.4932  0.5492  0.5081  0.4760  A_A      55    
971   T98    0.5066  0.4628  0.5287  0.5263  0.5087  _AA      98s   
972   KJ3    0.5061  0.4915  0.5870  0.4941  0.4518  ___      KJo   
973   A42    0.5060  0.5506  0.5437  0.5235  0.4061  _AA      A4o   
974   K95    0.5059  0.4793  0.5867  0.5175  0.4402  AA_      K9s   
975   A43    0.5058  0.5348  0.5628  0.5437  0.3820  A_A      A3s   
976   865    0.5058  0.5790  0.4915  0.4773  0.4754  AAA      86s   
977   J83    0.5058  0.5485  0.5509  0.4930  0.4308  AAA      J8s   
978   665    0.5057  0.5760  0.5789  0.4339  0.4339  ___      66    
979   T93    0.5057  0.5451  0.5531  0.4717  0.4526  AAA      T9s   
980   766    0.5056  0.5339  0.5789  0.4548  0.4548  ___      66    
981   T84    0.5054  0.5404  0.5413  0.4851  0.4547  AAA      T8s   
982   975    0.5054  0.5570  0.5103  0.4817  0.4725  AAA      97s   
983   A42    0.5053  0.5557  0.5784  0.5235  0.3637  AA_      A4s   
984   T75    0.5053  0.5366  0.5220  0.4902  0.4725  AAA      T7s   
985   J54    0.5052  0.5545  0.5081  0.4984  0.4597  AAA      J5s   
986   A62    0.5051  0.5489  0.5553  0.5535  0.3628  A_A      A6o   
987   Q97    0.5047  0.4575  0.5433  0.5103  0.5076  _AA      Q9o   
988   A62    0.5045  0.5328  0.5553  0.5235  0.4065  _AA      A6o   
989   J33    0.5045  0.5958  0.4930  0.4775  0.4518  A_A      J3s   
990   Q52    0.5044  0.5730  0.5313  0.4975  0.4159  AAA      Q5s   
991   QT5    0.5042  0.4650  0.5663  0.5313  0.4544  A_A      QTo   
992   Q97    0.5042  0.4537  0.5738  0.5076  0.4819  AA_      Q9s   
993   K65    0.5041  0.4920  0.5294  0.5175  0.4773  _AA      K6o   
994   K76    0.5041  0.4707  0.5556  0.5351  0.4548  A_A      K6s   
995   882    0.5040  0.6058  0.6395  0.3854  0.3854  ___      88    
996   T65    0.5040  0.5420  0.5067  0.4902  0.4773  AAA      T6s   
997   A64    0.5040  0.5049  0.5553  0.5437  0.4119  ___      A6o   
998   Q72    0.5040  0.5646  0.5430  0.4975  0.4108  AAA      Q7s   
999   J97    0.5038  0.4707  0.5315  0.5309  0.4819  A_A      J9o   
1000  QJ2    0.5035  0.5043  0.5741  0.4975  0.4383  A_A      QJo   
1001  A72    0.5035  0.5394  0.5893  0.5235  0.3619  AA_      A7s   
1002  QT5    0.5035  0.4605  0.5663  0.4973  0.4902  _AA      QTo   
1003  Q98    0.5033  0.4511  0.5433  0.5256  0.4930  ___      Q9o   
1004  QJ2    0.5032  0.5044  0.5741  0.4748  0.4596  _AA      QJo   
1005  Q55    0.5030  0.4684  0.5492  0.4973  0.4973  ___      55    
1006  K85    0.5030  0.4813  0.5376  0.5175  0.4754  _AA      K8o   
1007  Q62    0.5030  0.5746  0.5332  0.4975  0.4065  AAA      Q6s   
1008  J66    0.5029  0.4828  0.5789  0.4750  0.4750  ___      66    
1009  K94    0.5029  0.4917  0.5598  0.5426  0.4173  A_A      K9o   
1010  J64    0.5028  0.5509  0.5117  0.4984  0.4504  AAA      J6s   
1011  554    0.5028  0.5861  0.5492  0.4597  0.4163  _AA      55    
1012  J33    0.5028  0.5889  0.4930  0.4775  0.4518  AA_      J3s   
1013  KT5    0.5026  0.4580  0.5803  0.5175  0.4544  ___      KTo   
1014  KJ2    0.5025  0.5020  0.5870  0.4826  0.4383  ___      KJo   
1015  774    0.5025  0.5829  0.6050  0.4110  0.4110  ___      77    
1016  K75    0.5025  0.4847  0.5351  0.5175  0.4725  _AA      K7o   
1017  T97    0.5025  0.4825  0.5263  0.5103  0.4907  _AA      T9o   
1018  K94    0.5024  0.4854  0.5598  0.5027  0.4618  _AA      K9o   
1019  QT4    0.5024  0.4710  0.5663  0.4872  0.4851  _AA      QTo   
1020  T92    0.5024  0.5518  0.5531  0.4622  0.4425  AAA      T9s   
1021  T97    0.5023  0.4790  0.5263  0.5220  0.4819  A_A      T9o   
1022  554    0.5023  0.5838  0.5492  0.4597  0.4163  A_A      55    
1023  T66    0.5021  0.4862  0.5789  0.4717  0.4717  ___      66    
1024  QT4    0.5021  0.4747  0.5663  0.5212  0.4461  A_A      QTo   
1025  QJ3    0.5020  0.4871  0.5981  0.4711  0.4518  AA_      QJs   
1026  K93    0.5020  0.5046  0.5598  0.5323  0.4112  A_A      K9o   
1027  883    0.5018  0.5935  0.6395  0.3871  0.3871  ___      88    
1028  QJ7    0.5018  0.4293  0.5741  0.5076  0.4961  ___      QJo   
1029  965    0.5017  0.5531  0.4947  0.4817  0.4773  AAA      96s   
1030  A82    0.5013  0.5209  0.5756  0.5235  0.3854  ___      A8o   
1031  K93    0.5012  0.4983  0.5598  0.4941  0.4526  _AA      K9o   
1032  A83    0.5011  0.5051  0.5756  0.5367  0.3871  ___      A8o   
1033  A73    0.5010  0.5087  0.5664  0.5367  0.3922  ___      A7o   
