====================================================================================================
3-CARD PREFLOP SCORES FOR TOSS'EM HOLD'EM (MONTE CARLO)
====================================================================================================

Simulations per hand: 50000

Formula:
  Preflop Score = (3card_equity + 2card_eq_1 + 2card_eq_2 + 2card_eq_3) / 4

Total hand classes: 1911

----------------------------------------------------------------------------------------------------
Rank  Hand   Score   Raw3c   2c_1    2c_2    2c_3    Pattern  Best  
1735  733    0.4268  0.4454  0.4775  0.3922  0.3922  ___      33    
1736  522    0.4268  0.4748  0.4417  0.4159  0.3746  A_A      22    
1737  522    0.4260  0.4717  0.4417  0.4159  0.3746  AA_      22    
1738  T73    0.4256  0.3888  0.4907  0.4308  0.3922  ___      T7o   
1739  J32    0.4256  0.4245  0.4930  0.4383  0.3465  AA_      J3s   
1740  T43    0.4255  0.4022  0.4717  0.4461  0.3820  A_A      T3s   
1741  873    0.4255  0.4100  0.4728  0.4321  0.3871  _AA      87o   
1742  T52    0.4252  0.4149  0.4902  0.4212  0.3746  AA_      T5s   
1743  972    0.4252  0.4099  0.4819  0.4108  0.3982  _AA      97o   
1744  J43    0.4251  0.4046  0.4620  0.4518  0.3820  ___      J4o   
1745  T52    0.4250  0.4084  0.4544  0.4212  0.4159  _AA      T5o   
1746  972    0.4249  0.4134  0.4819  0.4425  0.3619  A_A      97o   
1747  984    0.4249  0.3736  0.4930  0.4173  0.4158  ___      98o   
1748  543    0.4249  0.5027  0.4163  0.3984  0.3820  ___      54o   
1749  J42    0.4247  0.3982  0.4748  0.4620  0.3637  A_A      J2s   
1750  864    0.4246  0.4195  0.4513  0.4158  0.4119  ___      86o   
1751  653    0.4244  0.4730  0.4339  0.3984  0.3922  ___      65o   
1752  873    0.4243  0.4096  0.5085  0.3922  0.3871  AA_      87s   
1753  422    0.4243  0.4858  0.4417  0.4061  0.3637  AA_      22    
1754  822    0.4240  0.4432  0.4417  0.4259  0.3854  A_A      22    
1755  954    0.4239  0.3785  0.4597  0.4402  0.4173  _AA      54s   
1756  822    0.4238  0.4421  0.4417  0.4259  0.3854  AA_      22    
1757  863    0.4236  0.4200  0.4513  0.4308  0.3922  A_A      86o   
1758  Q32    0.4236  0.4171  0.4711  0.4596  0.3465  ___      Q3o   
1759  J52    0.4235  0.4051  0.4760  0.4383  0.3746  ___      J5o   
1760  643    0.4230  0.4632  0.4348  0.4119  0.3820  A_A      63s   
1761  J72    0.4229  0.3954  0.4961  0.4383  0.3619  ___      J7o   
1762  542    0.4229  0.4935  0.4597  0.3746  0.3637  AA_      54s   
1763  422    0.4229  0.4799  0.4417  0.4061  0.3637  A_A      22    
1764  542    0.4225  0.4930  0.4163  0.4061  0.3746  _AA      54o   
1765  T63    0.4224  0.3951  0.4717  0.4308  0.3922  ___      T6o   
1766  863    0.4224  0.4189  0.4915  0.3922  0.3871  AA_      86s   
1767  332    0.4223  0.5188  0.4775  0.3465  0.3465  ___      33    
1768  863    0.4222  0.4157  0.4513  0.4348  0.3871  _AA      86o   
1769  974    0.4222  0.3786  0.4819  0.4173  0.4110  ___      97o   
1770  T22    0.4219  0.4037  0.4417  0.4212  0.4212  ___      22    
1771  542    0.4219  0.4915  0.4163  0.4159  0.3637  A_A      54o   
1772  972    0.4216  0.4160  0.5103  0.3982  0.3619  AA_      97s   
1773  953    0.4212  0.3937  0.4526  0.4402  0.3984  A_A      93s   
1774  T42    0.4212  0.4113  0.4461  0.4212  0.4061  _AA      T4o   
1775  854    0.4211  0.4182  0.4340  0.4163  0.4158  ___      85o   
1776  T42    0.4209  0.4136  0.4851  0.4212  0.3637  AA_      T4s   
1777  962    0.4208  0.4189  0.4590  0.4425  0.3628  A_A      96o   
1778  652    0.4206  0.4678  0.4773  0.3746  0.3628  AA_      65s   
1779  872    0.4205  0.4133  0.4728  0.4108  0.3854  _AA      87o   
1780  652    0.4204  0.4666  0.4339  0.4065  0.3746  A_A      65o   
1781  962    0.4204  0.4177  0.4590  0.4065  0.3982  _AA      96o   
1782  753    0.4203  0.4124  0.4407  0.4360  0.3922  _AA      53s   
1783  853    0.4203  0.4203  0.4754  0.3984  0.3871  AA_      85s   
1784  983    0.4198  0.3880  0.4930  0.4112  0.3871  ___      98o   
1785  872    0.4198  0.4186  0.4728  0.4259  0.3619  A_A      87o   
1786  833    0.4193  0.4254  0.4775  0.3871  0.3871  ___      33    
1787  853    0.4192  0.4138  0.4340  0.4308  0.3984  A_A      85o   
1788  643    0.4191  0.4418  0.4308  0.4119  0.3922  _AA      43s   
1789  J32    0.4190  0.4031  0.4748  0.4518  0.3465  A_A      J2s   
1790  964    0.4190  0.3876  0.4590  0.4173  0.4119  ___      96o   
1791  962    0.4189  0.4201  0.4947  0.3982  0.3628  AA_      96s   
1792  322    0.4189  0.4928  0.4417  0.3947  0.3465  A_A      22    
1793  652    0.4189  0.4628  0.4339  0.4159  0.3628  _AA      65o   
1794  872    0.4188  0.4193  0.5085  0.3854  0.3619  AA_      87s   
1795  J62    0.4185  0.3979  0.4750  0.4383  0.3628  ___      J6o   
1796  T53    0.4183  0.3897  0.4544  0.4308  0.3984  ___      T5o   
1797  622    0.4179  0.4608  0.4417  0.4065  0.3628  AA_      22    
1798  322    0.4179  0.4887  0.4417  0.3947  0.3465  AA_      22    
1799  622    0.4175  0.4592  0.4417  0.4065  0.3628  A_A      22    
1800  973    0.4173  0.3840  0.4819  0.4112  0.3922  ___      97o   
1801  952    0.4172  0.4142  0.4817  0.3982  0.3746  AA_      95s   
1802  982    0.4170  0.3916  0.4930  0.3982  0.3854  ___      98o   
1803  T52    0.4170  0.3768  0.4622  0.4544  0.3746  A_A      T2s   
1804  953    0.4167  0.3748  0.4407  0.4402  0.4112  _AA      53s   
1805  862    0.4167  0.4268  0.4513  0.4259  0.3628  A_A      86o   
1806  952    0.4163  0.4111  0.4402  0.4159  0.3982  _AA      95o   
1807  862    0.4162  0.4215  0.4513  0.4065  0.3854  _AA      86o   
1808  943    0.4162  0.4097  0.4618  0.4112  0.3820  AA_      94s   
1809  J42    0.4159  0.3997  0.4620  0.4383  0.3637  ___      J4o   
1810  743    0.4159  0.4367  0.4526  0.3922  0.3820  AA_      74s   
1811  862    0.4153  0.4213  0.4915  0.3854  0.3628  AA_      86s   
1812  722    0.4150  0.4458  0.4417  0.4108  0.3619  AA_      22    
1813  763    0.4150  0.4209  0.4548  0.3922  0.3922  ___      76o   
1814  954    0.4146  0.3847  0.4402  0.4173  0.4163  ___      95o   
1815  T42    0.4146  0.3862  0.4622  0.4461  0.3637  A_A      T2s   
1816  963    0.4145  0.3955  0.4590  0.4112  0.3922  ___      96o   
1817  T72    0.4143  0.3834  0.4907  0.4212  0.3619  ___      T7o   
1818  722    0.4140  0.4415  0.4417  0.4108  0.3619  A_A      22    
1819  852    0.4138  0.4196  0.4754  0.3854  0.3746  AA_      85s   
1820  852    0.4138  0.4207  0.4340  0.4259  0.3746  A_A      85o   
1821  922    0.4134  0.4155  0.4417  0.3982  0.3982  ___      22    
1822  852    0.4131  0.4172  0.4340  0.4159  0.3854  _AA      85o   
1823  T32    0.4122  0.4022  0.4308  0.4212  0.3947  _AA      T3o   
1824  T32    0.4122  0.4092  0.4717  0.4212  0.3465  AA_      T3s   
1825  643    0.4119  0.4616  0.4119  0.3922  0.3820  ___      64o   
1826  753    0.4117  0.4200  0.4360  0.3984  0.3922  ___      75o   
1827  762    0.4116  0.4180  0.4548  0.4108  0.3628  A_A      76o   
1828  743    0.4113  0.4203  0.4321  0.4110  0.3820  A_A      73s   
1829  T43    0.4112  0.3857  0.4461  0.4308  0.3820  ___      T4o   
1830  943    0.4108  0.3912  0.4526  0.4173  0.3820  A_A      93s   
1831  532    0.4107  0.4810  0.4407  0.3746  0.3465  AA_      53s   
1832  953    0.4107  0.3931  0.4402  0.4112  0.3984  ___      95o   
1833  T62    0.4107  0.3871  0.4717  0.4212  0.3628  ___      T6o   
1834  532    0.4103  0.4733  0.3984  0.3947  0.3746  _AA      53o   
1835  762    0.4103  0.4178  0.4548  0.4065  0.3619  _AA      76o   
1836  522    0.4102  0.4499  0.4417  0.3746  0.3746  ___      22    
1837  853    0.4101  0.3788  0.4407  0.4340  0.3871  _AA      53s   
1838  752    0.4096  0.4169  0.4360  0.4108  0.3746  A_A      75o   
1839  952    0.4093  0.3801  0.4425  0.4402  0.3746  A_A      92s   
1840  762    0.4093  0.4198  0.4925  0.3628  0.3619  AA_      76s   
1841  642    0.4090  0.4537  0.4119  0.4065  0.3637  A_A      64o   
1842  642    0.4083  0.4524  0.4119  0.4061  0.3628  _AA      64o   
1843  822    0.4083  0.4206  0.4417  0.3854  0.3854  ___      22    
1844  T52    0.4082  0.3826  0.4544  0.4212  0.3746  ___      T5o   
1845  642    0.4078  0.4543  0.4504  0.3637  0.3628  AA_      64s   
1846  T32    0.4076  0.3909  0.4622  0.4308  0.3465  A_A      T2s   
1847  752    0.4074  0.4160  0.4360  0.4159  0.3619  _AA      75o   
1848  873    0.4073  0.3770  0.4728  0.3922  0.3871  ___      87o   
1849  532    0.4071  0.4677  0.4159  0.3984  0.3465  A_A      52s   
1850  843    0.4070  0.4043  0.4547  0.3871  0.3820  AA_      84s   
1851  752    0.4068  0.4183  0.4725  0.3746  0.3619  AA_      75s   
1852  972    0.4068  0.3853  0.4819  0.3982  0.3619  ___      97o   
1853  J32    0.4067  0.3903  0.4518  0.4383  0.3465  ___      J3o   
1854  743    0.4066  0.3926  0.4308  0.4110  0.3922  _AA      43s   
1855  942    0.4065  0.4025  0.4618  0.3982  0.3637  AA_      94s   
1856  422    0.4058  0.4542  0.4417  0.3637  0.3637  ___      22    
1857  943    0.4053  0.3621  0.4308  0.4173  0.4112  _AA      43s   
1858  542    0.4052  0.4662  0.4163  0.3746  0.3637  ___      54o   
1859  942    0.4051  0.3990  0.4173  0.4061  0.3982  _AA      94o   
1860  863    0.4046  0.3878  0.4513  0.3922  0.3871  ___      86o   
1861  843    0.4034  0.3849  0.4308  0.4158  0.3820  A_A      83s   
1862  T42    0.4033  0.3821  0.4461  0.4212  0.3637  ___      T4o   
1863  842    0.4032  0.4091  0.4547  0.3854  0.3637  AA_      84s   
1864  842    0.4031  0.4049  0.4158  0.4061  0.3854  _AA      84o   
1865  652    0.4020  0.4368  0.4339  0.3746  0.3628  ___      65o   
1866  962    0.4019  0.3876  0.4590  0.3982  0.3628  ___      96o   
1867  853    0.4018  0.3877  0.4340  0.3984  0.3871  ___      85o   
1868  872    0.4018  0.3870  0.4728  0.3854  0.3619  ___      87o   
1869  432    0.4017  0.4658  0.4308  0.3637  0.3465  AA_      43s   
1870  622    0.4013  0.4381  0.4417  0.3628  0.3628  ___      22    
1871  942    0.4007  0.3793  0.4425  0.4173  0.3637  A_A      92s   
1872  322    0.4004  0.4668  0.4417  0.3465  0.3465  ___      22    
1873  952    0.4003  0.3881  0.4402  0.3982  0.3746  ___      95o   
1874  932    0.4002  0.4037  0.4526  0.3982  0.3465  AA_      93s   
1875  932    0.3996  0.3943  0.4112  0.3982  0.3947  _AA      93o   
1876  843    0.3987  0.3613  0.4308  0.4158  0.3871  _AA      43s   
1877  862    0.3984  0.3942  0.4513  0.3854  0.3628  ___      86o   
1878  743    0.3983  0.4079  0.4110  0.3922  0.3820  ___      74o   
1879  842    0.3979  0.3864  0.4259  0.4158  0.3637  A_A      82s   
1880  742    0.3975  0.4043  0.4110  0.4108  0.3637  A_A      74o   
1881  943    0.3971  0.3779  0.4173  0.4112  0.3820  ___      94o   
1882  852    0.3966  0.3923  0.4340  0.3854  0.3746  ___      85o   
1883  742    0.3966  0.4080  0.4526  0.3637  0.3619  AA_      74s   
1884  432    0.3965  0.4512  0.4061  0.3820  0.3465  A_A      42s   
1885  632    0.3958  0.4392  0.4348  0.3628  0.3465  AA_      63s   
1886  722    0.3955  0.4164  0.4417  0.3619  0.3619  ___      22    
1887  932    0.3952  0.3808  0.4425  0.4112  0.3465  A_A      92s   
1888  432    0.3943  0.4366  0.3947  0.3820  0.3637  _AA      32s   
1889  742    0.3941  0.3973  0.4110  0.4061  0.3619  _AA      74o   
1890  T32    0.3939  0.3770  0.4308  0.4212  0.3465  ___      T3o   
1891  532    0.3935  0.4546  0.3984  0.3746  0.3465  ___      53o   
1892  762    0.3916  0.3869  0.4548  0.3628  0.3619  ___      76o   
1893  642    0.3914  0.4271  0.4119  0.3637  0.3628  ___      64o   
1894  632    0.3913  0.4203  0.4065  0.3922  0.3465  A_A      62s   
1895  832    0.3907  0.4002  0.4308  0.3854  0.3465  AA_      83s   
1896  843    0.3897  0.3740  0.4158  0.3871  0.3820  ___      84o   
1897  752    0.3896  0.3861  0.4360  0.3746  0.3619  ___      75o   
1898  942    0.3883  0.3741  0.4173  0.3982  0.3637  ___      94o   
1899  842    0.3856  0.3774  0.4158  0.3854  0.3637  ___      84o   
1900  832    0.3853  0.3817  0.4259  0.3871  0.3465  A_A      82s   
1901  632    0.3848  0.3895  0.3947  0.3922  0.3628  _AA      32s   
1902  732    0.3841  0.3960  0.4321  0.3619  0.3465  AA_      73s   
1903  432    0.3834  0.4414  0.3820  0.3637  0.3465  ___      43o   
1904  932    0.3821  0.3724  0.4112  0.3982  0.3465  ___      93o   
1905  732    0.3819  0.3782  0.4108  0.3922  0.3465  A_A      72s   
1906  832    0.3793  0.3498  0.3947  0.3871  0.3854  _AA      32s   
1907  632    0.3785  0.4126  0.3922  0.3628  0.3465  ___      63o   
1908  742    0.3784  0.3769  0.4110  0.3637  0.3619  ___      74o   
1909  732    0.3737  0.3458  0.3947  0.3922  0.3619  _AA      32s   
1910  832    0.3703  0.3622  0.3871  0.3854  0.3465  ___      83o   
1911  732    0.3662  0.3640  0.3922  0.3619  0.3465  ___      73o   

====================================================================================================
TOP 100 HANDS
====================================================================================================

  1. AAA (___): 0.8236 (3c=0.917, best2c=AA)
  2. KKK (___): 0.8035 (3c=0.914, best2c=KK)
  3. QQQ (___): 0.7851 (3c=0.902, best2c=QQ)
  4. JJJ (___): 0.7661 (3c=0.892, best2c=JJ)
  5. TTT (___): 0.7429 (3c=0.878, best2c=TT)
  6. 999 (___): 0.7217 (3c=0.885, best2c=99)
  7. AAK (_AA): 0.7196 (3c=0.822, best2c=AA)
  8. AAK (A_A): 0.7191 (3c=0.819, best2c=AA)
  9. AAQ (_AA): 0.7137 (3c=0.811, best2c=AA)
 10. AAQ (A_A): 0.7135 (3c=0.810, best2c=AA)
 11. AAJ (A_A): 0.7076 (3c=0.799, best2c=AA)
 12. AAJ (_AA): 0.7075 (3c=0.798, best2c=AA)
 13. AAK (___): 0.7064 (3c=0.787, best2c=AA)
 14. AAT (A_A): 0.7049 (3c=0.795, best2c=AA)
 15. AAT (_AA): 0.7041 (3c=0.792, best2c=AA)
 16. AAQ (___): 0.7004 (3c=0.779, best2c=AA)
 17. 888 (___): 0.6997 (3c=0.880, best2c=88)
 18. AAJ (___): 0.6944 (3c=0.771, best2c=AA)
 19. AKK (A_A): 0.6929 (3c=0.740, best2c=KK)
 20. AKK (AA_): 0.6924 (3c=0.738, best2c=KK)
 21. AA8 (A_A): 0.6921 (3c=0.798, best2c=AA)
 22. AA9 (_AA): 0.6915 (3c=0.789, best2c=AA)
 23. AA9 (A_A): 0.6914 (3c=0.788, best2c=AA)
 24. AAT (___): 0.6912 (3c=0.762, best2c=AA)
 25. AA8 (_AA): 0.6912 (3c=0.795, best2c=AA)
 26. KKQ (A_A): 0.6873 (3c=0.782, best2c=KK)
 27. AA7 (_AA): 0.6872 (3c=0.801, best2c=AA)
 28. KKQ (_AA): 0.6870 (3c=0.780, best2c=KK)
 29. AA5 (A_A): 0.6869 (3c=0.810, best2c=AA)
 30. AA7 (A_A): 0.6868 (3c=0.799, best2c=AA)
 31. AA5 (_AA): 0.6860 (3c=0.806, best2c=AA)
 32. AA4 (_AA): 0.6845 (3c=0.824, best2c=AA)
 33. AA4 (A_A): 0.6845 (3c=0.823, best2c=AA)
 34. KKJ (A_A): 0.6835 (3c=0.770, best2c=KK)
 35. KKJ (_AA): 0.6833 (3c=0.769, best2c=KK)
 36. AA6 (_AA): 0.6824 (3c=0.801, best2c=AA)
 37. AA3 (A_A): 0.6824 (3c=0.838, best2c=AA)
 38. AA6 (A_A): 0.6823 (3c=0.800, best2c=AA)
 39. AA3 (_AA): 0.6821 (3c=0.837, best2c=AA)
 40. AA2 (A_A): 0.6805 (3c=0.853, best2c=AA)
 41. AA2 (_AA): 0.6796 (3c=0.849, best2c=AA)
 42. KKT (_AA): 0.6788 (3c=0.763, best2c=KK)
 43. KKT (A_A): 0.6787 (3c=0.762, best2c=KK)
 44. AKK (___): 0.6785 (3c=0.701, best2c=KK)
 45. AA9 (___): 0.6766 (3c=0.755, best2c=AA)
 46. AA8 (___): 0.6763 (3c=0.762, best2c=AA)
 47. AQQ (AA_): 0.6758 (3c=0.705, best2c=QQ)
 48. AQQ (A_A): 0.6751 (3c=0.703, best2c=QQ)
 49. 777 (___): 0.6736 (3c=0.879, best2c=77)
 50. AA5 (___): 0.6730 (3c=0.782, best2c=AA)
 51. AA7 (___): 0.6727 (3c=0.766, best2c=AA)
 52. KKQ (___): 0.6726 (3c=0.749, best2c=KK)
 53. KKJ (___): 0.6704 (3c=0.741, best2c=KK)
 54. AA3 (___): 0.6683 (3c=0.808, best2c=AA)
 55. KK9 (A_A): 0.6678 (3c=0.758, best2c=KK)
 56. AA4 (___): 0.6678 (3c=0.791, best2c=AA)
 57. AA6 (___): 0.6676 (3c=0.767, best2c=AA)
 58. KK9 (_AA): 0.6676 (3c=0.757, best2c=KK)
 59. QQJ (A_A): 0.6659 (3c=0.745, best2c=QQ)
 60. KQQ (A_A): 0.6653 (3c=0.714, best2c=QQ)
 61. QQJ (_AA): 0.6653 (3c=0.743, best2c=QQ)
 62. KQQ (AA_): 0.6653 (3c=0.714, best2c=QQ)
 63. AA2 (___): 0.6652 (3c=0.821, best2c=AA)
 64. KKT (___): 0.6640 (3c=0.729, best2c=KK)
 65. AQQ (___): 0.6610 (3c=0.668, best2c=QQ)
 66. QQT (_AA): 0.6607 (3c=0.738, best2c=QQ)
 67. QQT (A_A): 0.6596 (3c=0.734, best2c=QQ)
 68. AJJ (AA_): 0.6584 (3c=0.670, best2c=JJ)
 69. AJJ (A_A): 0.6579 (3c=0.669, best2c=JJ)
 70. KK7 (A_A): 0.6571 (3c=0.760, best2c=KK)
 71. KK7 (_AA): 0.6569 (3c=0.759, best2c=KK)
 72. KK8 (_AA): 0.6562 (3c=0.751, best2c=KK)
 73. KK8 (A_A): 0.6559 (3c=0.749, best2c=KK)
 74. KK9 (___): 0.6539 (3c=0.729, best2c=KK)
 75. KK6 (A_A): 0.6537 (3c=0.763, best2c=KK)
 76. KK6 (_AA): 0.6532 (3c=0.761, best2c=KK)
 77. QQJ (___): 0.6528 (3c=0.717, best2c=QQ)
 78. 666 (___): 0.6528 (3c=0.874, best2c=66)
 79. KJJ (AA_): 0.6508 (3c=0.682, best2c=JJ)
 80. KQQ (___): 0.6502 (3c=0.680, best2c=QQ)
 81. KK5 (A_A): 0.6502 (3c=0.766, best2c=KK)
 82. KJJ (A_A): 0.6502 (3c=0.679, best2c=JJ)
 83. KK5 (_AA): 0.6500 (3c=0.765, best2c=KK)
 84. QQ9 (_AA): 0.6488 (3c=0.732, best2c=QQ)
 85. QQ9 (A_A): 0.6477 (3c=0.728, best2c=QQ)
 86. QQT (___): 0.6467 (3c=0.708, best2c=QQ)
 87. AKQ (AAA): 0.6464 (3c=0.694, best2c=AKs)
 88. KK4 (A_A): 0.6463 (3c=0.773, best2c=KK)
 89. JJT (_AA): 0.6461 (3c=0.718, best2c=JJ)
 90. KK4 (_AA): 0.6460 (3c=0.772, best2c=KK)
 91. KK3 (A_A): 0.6459 (3c=0.791, best2c=KK)
 92. JJT (A_A): 0.6453 (3c=0.715, best2c=JJ)
 93. AJJ (___): 0.6449 (3c=0.641, best2c=JJ)
 94. KK3 (_AA): 0.6448 (3c=0.786, best2c=KK)
 95. QJJ (AA_): 0.6444 (3c=0.681, best2c=JJ)
 96. QJJ (A_A): 0.6438 (3c=0.679, best2c=JJ)
 97. ATT (AA_): 0.6426 (3c=0.641, best2c=TT)
 98. KK2 (A_A): 0.6425 (3c=0.799, best2c=KK)
 99. KK2 (_AA): 0.6422 (3c=0.797, best2c=KK)
100. AKJ (AAA): 0.6415 (3c=0.682, best2c=AKs)

====================================================================================================
BOTTOM 50 HANDS
====================================================================================================

1862. T42 (___): 0.4033 (3c=0.382, best2c=T4o)
1863. 842 (AA_): 0.4032 (3c=0.409, best2c=84s)
1864. 842 (_AA): 0.4031 (3c=0.405, best2c=84o)
1865. 652 (___): 0.4020 (3c=0.437, best2c=65o)
1866. 962 (___): 0.4019 (3c=0.388, best2c=96o)
1867. 853 (___): 0.4018 (3c=0.388, best2c=85o)
1868. 872 (___): 0.4018 (3c=0.387, best2c=87o)
1869. 432 (AA_): 0.4017 (3c=0.466, best2c=43s)
1870. 622 (___): 0.4013 (3c=0.438, best2c=22)
1871. 942 (A_A): 0.4007 (3c=0.379, best2c=92s)
1872. 322 (___): 0.4004 (3c=0.467, best2c=22)
1873. 952 (___): 0.4003 (3c=0.388, best2c=95o)
1874. 932 (AA_): 0.4002 (3c=0.404, best2c=93s)
1875. 932 (_AA): 0.3996 (3c=0.394, best2c=93o)
1876. 843 (_AA): 0.3987 (3c=0.361, best2c=43s)
1877. 862 (___): 0.3984 (3c=0.394, best2c=86o)
1878. 743 (___): 0.3983 (3c=0.408, best2c=74o)
1879. 842 (A_A): 0.3979 (3c=0.386, best2c=82s)
1880. 742 (A_A): 0.3975 (3c=0.404, best2c=74o)
1881. 943 (___): 0.3971 (3c=0.378, best2c=94o)
1882. 852 (___): 0.3966 (3c=0.392, best2c=85o)
1883. 742 (AA_): 0.3966 (3c=0.408, best2c=74s)
1884. 432 (A_A): 0.3965 (3c=0.451, best2c=42s)
1885. 632 (AA_): 0.3958 (3c=0.439, best2c=63s)
1886. 722 (___): 0.3955 (3c=0.416, best2c=22)
1887. 932 (A_A): 0.3952 (3c=0.381, best2c=92s)
1888. 432 (_AA): 0.3943 (3c=0.437, best2c=32s)
1889. 742 (_AA): 0.3941 (3c=0.397, best2c=74o)
1890. T32 (___): 0.3939 (3c=0.377, best2c=T3o)
1891. 532 (___): 0.3935 (3c=0.455, best2c=53o)
1892. 762 (___): 0.3916 (3c=0.387, best2c=76o)
1893. 642 (___): 0.3914 (3c=0.427, best2c=64o)
1894. 632 (A_A): 0.3913 (3c=0.420, best2c=62s)
1895. 832 (AA_): 0.3907 (3c=0.400, best2c=83s)
1896. 843 (___): 0.3897 (3c=0.374, best2c=84o)
1897. 752 (___): 0.3896 (3c=0.386, best2c=75o)
1898. 942 (___): 0.3883 (3c=0.374, best2c=94o)
1899. 842 (___): 0.3856 (3c=0.377, best2c=84o)
1900. 832 (A_A): 0.3853 (3c=0.382, best2c=82s)
1901. 632 (_AA): 0.3848 (3c=0.390, best2c=32s)
1902. 732 (AA_): 0.3841 (3c=0.396, best2c=73s)
1903. 432 (___): 0.3834 (3c=0.441, best2c=43o)
1904. 932 (___): 0.3821 (3c=0.372, best2c=93o)
1905. 732 (A_A): 0.3819 (3c=0.378, best2c=72s)
1906. 832 (_AA): 0.3793 (3c=0.350, best2c=32s)
1907. 632 (___): 0.3785 (3c=0.413, best2c=63o)
1908. 742 (___): 0.3784 (3c=0.377, best2c=74o)
1909. 732 (_AA): 0.3737 (3c=0.346, best2c=32s)
1910. 832 (___): 0.3703 (3c=0.362, best2c=83o)
1911. 732 (___): 0.3662 (3c=0.364, best2c=73o)

====================================================================================================
ANALYSIS BY CATEGORY
====================================================================================================

TRIPS (all):
  AAA: 0.8236 (3c=0.917)
  KKK: 0.8035 (3c=0.914)
  QQQ: 0.7851 (3c=0.902)
  JJJ: 0.7661 (3c=0.892)
  TTT: 0.7429 (3c=0.878)
  999: 0.7217 (3c=0.885)
  888: 0.6997 (3c=0.880)
  777: 0.6736 (3c=0.879)
  666: 0.6528 (3c=0.874)
  555: 0.6289 (3c=0.868)
  444: 0.6053 (3c=0.871)
  333: 0.5760 (3c=0.871)
  222: 0.5503 (3c=0.876)

HIGH PAIRS (AA, KK, QQ + kicker) - Top 20:
  AAK (_AA): 0.7196 → AA
  AAK (A_A): 0.7191 → AA
  AAQ (_AA): 0.7137 → AA
  AAQ (A_A): 0.7135 → AA
  AAJ (A_A): 0.7076 → AA
  AAJ (_AA): 0.7075 → AA
  AAK (___): 0.7064 → AA
  AAT (A_A): 0.7049 → AA
  AAT (_AA): 0.7041 → AA
  AAQ (___): 0.7004 → AA
  AAJ (___): 0.6944 → AA
  AKK (A_A): 0.6929 → KK
  AKK (AA_): 0.6924 → KK
  AA8 (A_A): 0.6921 → AA
  AA9 (_AA): 0.6915 → AA
  AA9 (A_A): 0.6914 → AA
  AAT (___): 0.6912 → AA
  AA8 (_AA): 0.6912 → AA
  KKQ (A_A): 0.6873 → KK
  AA7 (_AA): 0.6872 → AA

THREE SUITED (AAA pattern) - Top 20:
  AKQ: 0.6464
  AKJ: 0.6415
  AKT: 0.6380
  AQJ: 0.6360
  AQT: 0.6312
  AJT: 0.6284
  AK9: 0.6237
  KQJ: 0.6204
  AK8: 0.6200
  AK7: 0.6172
  AQ9: 0.6172
  KQT: 0.6156
  AK5: 0.6149
  AK4: 0.6130
  AK6: 0.6129
  AQ8: 0.6128
  AJ9: 0.6123
  KJT: 0.6122
  AJ8: 0.6093
  AK3: 0.6082

====================================================================================================
STATISTICS
====================================================================================================

Preflop Score (combined):
  Min: 0.3662
  Max: 0.8236
  Avg: 0.5135

Raw 3-Card Equity (Monte Carlo):
  Min: 0.3458
  Max: 0.9170
  Avg: 0.5286

Average score by suit pattern:
  AAA: 0.5367 (286 hands)
  AA_: 0.4989 (364 hands)
  A_A: 0.5166 (442 hands)
  _AA: 0.5149 (364 hands)
  ___: 0.5066 (455 hands)
