====================================================================================================
3-CARD PREFLOP SCORES - TOSS'EM HOLD'EM
====================================================================================================

Simulations per hand: 50000

Scoring: preflop_score = pure 3-card MC equity
         (both players discard optimally in simulation)

Total hand classes: 1911

------------------------------------------------------------------------------------------
Rank   Hand   Score    Pattern  Keep   Best2c   2nd2c    Flex  
825    KJ3    0.5329   A_A      KJo    0.5857   0.5340   0.948 
826    T85    0.5328   AAA      T8s    0.5412   0.4918   0.951 
827    852    0.5327   AAA      85s    0.4752   0.4224   0.947 
828    T53    0.5325   AAA      T5s    0.4918   0.4735   0.982 
829    AJ6    0.5324   AA_      AJs    0.6301   0.5512   0.921 
830    A97    0.5324   _AA      A9o    0.5809   0.5636   0.983 
831    KQ9    0.5324   A_A      KQo    0.5914   0.5881   0.997 
832    984    0.5322   AAA      98s    0.5284   0.4597   0.931 
833    A42    0.5320   ___      A4o    0.5422   0.5222   0.980 
834    A74    0.5319   _AA      A7o    0.5636   0.5422   0.979 
835    A43    0.5316   ___      A4o    0.5422   0.5327   0.990 
836    973    0.5316   AAA      97s    0.5138   0.4535   0.940 
837    A32    0.5315   A_A      A2s    0.5575   0.5327   0.975 
838    952    0.5314   AAA      95s    0.4799   0.4428   0.963 
839    AK8    0.5312   ___      AKo    0.6233   0.5783   0.955 
840    A43    0.5310   A_A      A3s    0.5665   0.5422   0.976 
841    KQT    0.5308   A_A      KTs    0.6095   0.5914   0.982 
842    544    0.5307   AA_      44     0.5079   0.4604   0.952 
843    KT2    0.5306   A_A      KTo    0.5808   0.5229   0.942 
844    983    0.5304   AAA      98s    0.5284   0.4535   0.925 
845    964    0.5304   AAA      96s    0.4943   0.4597   0.965 
846    A76    0.5304   _AA      A7o    0.5636   0.5512   0.988 
847    762    0.5304   AAA      76s    0.4918   0.4106   0.919 
848    A92    0.5304   ___      A9o    0.5809   0.5222   0.941 
849    972    0.5303   AAA      97s    0.5138   0.4428   0.929 
850    966    0.5303   AA_      66     0.5788   0.4943   0.915 
851    AT9    0.5303   AA_      ATs    0.6235   0.5809   0.957 
852    T42    0.5303   AAA      T4s    0.4866   0.4638   0.977 
853    755    0.5298   A_A      55     0.5439   0.4728   0.929 
854    A75    0.5298   AA_      A7s    0.5903   0.5586   0.968 
855    863    0.5298   AAA      86s    0.4926   0.4332   0.941 
856    A97    0.5298   AA_      A9s    0.6078   0.5636   0.956 
857    A98    0.5297   AA_      A9s    0.6078   0.5783   0.970 
858    953    0.5296   AAA      95s    0.4799   0.4535   0.974 
859    954    0.5295   AAA      95s    0.4799   0.4604   0.981 
860    872    0.5295   AAA      87s    0.5033   0.4224   0.919 
861    A63    0.5294   _AA      A6o    0.5512   0.5327   0.982 
862    752    0.5293   AAA      75s    0.4728   0.4199   0.947 
863    A64    0.5292   AA_      A6s    0.5845   0.5422   0.958 
864    A95    0.5292   AA_      A9s    0.6078   0.5586   0.951 
865    A86    0.5291   _AA      A8o    0.5783   0.5512   0.973 
866    KQ9    0.5290   _AA      KQo    0.5914   0.5742   0.983 
867    A62    0.5287   _AA      A6o    0.5512   0.5222   0.971 
868    A84    0.5287   AA_      A8s    0.6006   0.5422   0.942 
869    A75    0.5287   _AA      A7o    0.5636   0.5586   0.995 
870    544    0.5286   A_A      44     0.5079   0.4604   0.952 
871    A94    0.5285   AA_      A9s    0.6078   0.5422   0.934 
872    A63    0.5284   AA_      A6s    0.5845   0.5327   0.948 
873    KJT    0.5283   A_A      KTs    0.6095   0.5857   0.976 
874    T32    0.5279   AAA      T3s    0.4735   0.4638   0.990 
875    KJ2    0.5278   AA_      KJs    0.6104   0.4822   0.872 
876    873    0.5278   AAA      87s    0.5033   0.4332   0.930 
877    A96    0.5276   _AA      A9o    0.5809   0.5512   0.970 
878    974    0.5274   AAA      97s    0.5138   0.4597   0.946 
879    654    0.5271   AA_      65s    0.4731   0.4194   0.946 
880    AT6    0.5271   AA_      ATs    0.6235   0.5512   0.928 
881    A53    0.5268   A_A      A3s    0.5665   0.5586   0.992 
882    A65    0.5266   AA_      A6s    0.5845   0.5586   0.974 
883    543    0.5265   AA_      54s    0.4604   0.3956   0.935 
884    A87    0.5264   AA_      A8s    0.6006   0.5636   0.963 
885    A76    0.5261   AA_      A7s    0.5903   0.5512   0.961 
886    KQJ    0.5257   ___      KQo    0.5914   0.5857   0.994 
887    KJ3    0.5253   _AA      KJo    0.5857   0.4913   0.906 
888    KQ5    0.5250   A_A      KQo    0.5914   0.5536   0.962 
889    AQ6    0.5250   ___      AQo    0.6171   0.5512   0.934 
890    AK9    0.5249   ___      AKo    0.6233   0.5809   0.958 
891    K66    0.5249   AA_      66     0.5788   0.5600   0.981 
892    AT4    0.5248   ___      ATo    0.6039   0.5422   0.938 
893    853    0.5244   AAA      85s    0.4752   0.4414   0.966 
894    A64    0.5243   _AA      A6o    0.5512   0.5422   0.991 
895    QJT    0.5242   A_A      QTs    0.5926   0.5776   0.985 
896    K66    0.5239   A_A      66     0.5788   0.5600   0.981 
897    KQ6    0.5234   _AA      KQo    0.5914   0.5396   0.948 
898    842    0.5232   AAA      84s    0.4555   0.4224   0.967 
899    JT9    0.5226   _AA      JTo    0.5579   0.5552   0.997 
900    KJ9    0.5225   _AA      KJo    0.5857   0.5618   0.976 
901    A32    0.5225   ___      A3o    0.5327   0.5222   0.989 
902    KQT    0.5222   ___      KQo    0.5914   0.5808   0.989 
903    KQ4    0.5218   AA_      KQs    0.6151   0.5124   0.897 
904    AJ5    0.5218   ___      AJo    0.6088   0.5586   0.950 
905    A96    0.5217   AA_      A9s    0.6078   0.5512   0.943 
906    KT2    0.5216   _AA      KTo    0.5808   0.4822   0.901 
907    KQJ    0.5216   _AA      QJs    0.5990   0.5914   0.992 
908    AQ7    0.5215   ___      AQo    0.6171   0.5636   0.946 
909    KT2    0.5214   AA_      KTs    0.6095   0.4822   0.873 
910    943    0.5214   AAA      94s    0.4597   0.4535   0.994 
911    QJ9    0.5211   A_A      QJo    0.5776   0.5742   0.997 
912    T77    0.5210   ___      77     0.6112   0.4862   0.875 
913    Q66    0.5209   AA_      66     0.5788   0.5396   0.961 
914    A82    0.5206   ___      A8o    0.5783   0.5222   0.944 
915    KQ5    0.5205   _AA      KQo    0.5914   0.5308   0.939 
916    A42    0.5205   A_A      A2s    0.5575   0.5422   0.985 
917    KT9    0.5203   _AA      KTo    0.5808   0.5575   0.977 
918    K92    0.5202   A_A      K9o    0.5575   0.5229   0.965 
919    Q66    0.5202   A_A      66     0.5788   0.5396   0.961 
920    KQ6    0.5198   A_A      KQo    0.5914   0.5600   0.969 
921    AQ8    0.5195   ___      AQo    0.6171   0.5783   0.961 
922    866    0.5194   ___      66     0.5788   0.4549   0.876 
923    A86    0.5192   AA_      A8s    0.6006   0.5512   0.951 
924    QJ9    0.5192   _AA      QJo    0.5776   0.5618   0.984 
925    655    0.5191   ___      55     0.5439   0.4358   0.892 
926    942    0.5186   AAA      94s    0.4597   0.4428   0.983 
927    KJ4    0.5186   A_A      KJo    0.5857   0.5401   0.954 
928    KT3    0.5183   A_A      KTo    0.5808   0.5340   0.953 
929    644    0.5183   A_A      44     0.5079   0.4477   0.940 
930    KJ4    0.5182   _AA      KJo    0.5857   0.5124   0.927 
931    KQ9    0.5181   AA_      KQs    0.6151   0.5575   0.942 
932    KJ3    0.5177   AA_      KJs    0.6104   0.4913   0.881 
933    KJ9    0.5172   AA_      KJs    0.6104   0.5575   0.947 
934    QT9    0.5172   _AA      QTo    0.5698   0.5552   0.985 
935    A77    0.5170   ___      77     0.6112   0.5636   0.952 
936    KJT    0.5169   ___      KJo    0.5857   0.5808   0.995 
937    A93    0.5168   ___      A9o    0.5809   0.5327   0.952 
938    742    0.5167   AAA      74s    0.4506   0.4090   0.958 
939    843    0.5164   AAA      84s    0.4555   0.4332   0.978 
940    K77    0.5164   ___      77     0.6112   0.5379   0.927 
941    QJT    0.5164   ___      QJo    0.5776   0.5698   0.992 
942    332    0.5161   ___      33     0.4768   0.3481   0.871 
943    KQ7    0.5153   A_A      KQo    0.5914   0.5678   0.976 
944    KQ7    0.5150   _AA      KQo    0.5914   0.5408   0.949 
945    JT9    0.5149   AA_      JTs    0.5819   0.5351   0.953 
946    644    0.5149   AA_      44     0.5079   0.4477   0.940 
947    932    0.5148   AAA      93s    0.4535   0.4428   0.989 
948    T66    0.5148   A_A      66     0.5788   0.5103   0.931 
949    KQ2    0.5147   ___      KQo    0.5914   0.4822   0.891 
950    A73    0.5146   ___      A7o    0.5636   0.5327   0.969 
951    AT7    0.5143   ___      ATo    0.6039   0.5636   0.960 
952    855    0.5143   A_A      55     0.5439   0.4752   0.931 
953    KT9    0.5142   AA_      KTs    0.6095   0.5575   0.948 
954    AJ8    0.5141   ___      AJo    0.6088   0.5783   0.970 
955    AQ9    0.5139   ___      AQo    0.6171   0.5809   0.964 
956    KT3    0.5135   _AA      KTo    0.5808   0.4913   0.910 
957    QT9    0.5134   AA_      QTs    0.5926   0.5421   0.949 
958    T66    0.5131   AA_      66     0.5788   0.5103   0.931 
959    KQ5    0.5127   AA_      KQs    0.6151   0.5210   0.906 
960    AJ7    0.5125   ___      AJo    0.6088   0.5636   0.955 
961    KJ5    0.5122   A_A      KJo    0.5857   0.5536   0.968 
962    KQ8    0.5121   _AA      KQo    0.5914   0.5551   0.964 
963    KQ8    0.5120   A_A      KQo    0.5914   0.5696   0.978 
964    J77    0.5119   ___      77     0.6112   0.4986   0.887 
965    A72    0.5117   ___      A7o    0.5636   0.5222   0.959 
966    J66    0.5117   AA_      66     0.5788   0.5090   0.930 
967    J66    0.5115   A_A      66     0.5788   0.5090   0.930 
968    765    0.5113   AA_      76s    0.4918   0.4358   0.944 
969    AT5    0.5113   ___      ATo    0.6039   0.5586   0.955 
970    654    0.5110   A_A      64s    0.4477   0.4358   0.988 
971    855    0.5110   AA_      55     0.5439   0.4752   0.931 
972    KJ7    0.5107   A_A      KJo    0.5857   0.5678   0.982 
973    KQT    0.5103   _AA      QTs    0.5926   0.5914   0.999 
974    AJ6    0.5103   ___      AJo    0.6088   0.5512   0.942 
975    AT9    0.5102   ___      ATo    0.6039   0.5809   0.977 
976    AJ9    0.5101   ___      AJo    0.6088   0.5809   0.972 
977    732    0.5101   AAA      73s    0.4311   0.4078   0.977 
978    QJ9    0.5099   AA_      QJs    0.5990   0.5421   0.943 
979    755    0.5097   ___      55     0.5439   0.4299   0.886 
980    433    0.5097   AA_      33     0.4768   0.4316   0.955 
981    543    0.5096   A_A      53s    0.4414   0.4194   0.978 
982    A65    0.5096   _AA      A5o    0.5586   0.5512   0.993 
983    A74    0.5091   ___      A7o    0.5636   0.5422   0.979 
984    A76    0.5090   A_A      A6s    0.5845   0.5636   0.979 
985    KT4    0.5090   A_A      KTo    0.5808   0.5401   0.959 
986    A83    0.5090   ___      A8o    0.5783   0.5327   0.954 
987    QJT    0.5090   _AA      JTs    0.5819   0.5776   0.996 
988    832    0.5087   AAA      83s    0.4332   0.4224   0.989 
989    A65    0.5085   A_A      A5s    0.5858   0.5512   0.965 
990    AT9    0.5084   A_A      A9s    0.6078   0.6039   0.996 
991    KT7    0.5082   A_A      KTo    0.5808   0.5678   0.987 
992    AT8    0.5081   ___      ATo    0.6039   0.5783   0.974 
993    A62    0.5079   ___      A6o    0.5512   0.5222   0.971 
994    QJ2    0.5078   A_A      QJo    0.5776   0.5007   0.923 
995    A98    0.5077   A_A      A8s    0.6006   0.5809   0.980 
996    KJ8    0.5071   A_A      KJo    0.5857   0.5696   0.984 
997    Q77    0.5070   ___      77     0.6112   0.5127   0.902 
998    A75    0.5069   A_A      A5s    0.5858   0.5636   0.978 
999    A63    0.5067   ___      A6o    0.5512   0.5327   0.982 
1000   A87    0.5067   A_A      A7s    0.5903   0.5783   0.988 
1001   KJ6    0.5066   _AA      KJo    0.5857   0.5284   0.943 
1002   966    0.5065   ___      66     0.5788   0.4583   0.879 
1003   KQ6    0.5063   AA_      KQs    0.6151   0.5284   0.913 
1004   KJ6    0.5062   A_A      KJo    0.5857   0.5600   0.974 
1005   KT4    0.5060   _AA      KTo    0.5808   0.5124   0.932 
1006   KJ4    0.5059   AA_      KJs    0.6104   0.5124   0.902 
1007   544    0.5058   ___      44     0.5079   0.4194   0.912 
1008   955    0.5057   AA_      55     0.5439   0.4799   0.936 
1009   KT8    0.5056   A_A      KTo    0.5808   0.5696   0.989 
1010   KJ5    0.5054   _AA      KJo    0.5857   0.5210   0.935 
1011   654    0.5048   ___      65o    0.4358   0.4194   0.984 
1012   433    0.5048   A_A      33     0.4768   0.4316   0.955 
1013   KT3    0.5046   AA_      KTs    0.6095   0.4913   0.882 
1014   A75    0.5046   ___      A7o    0.5636   0.5586   0.995 
1015   K62    0.5045   A_A      K6o    0.5284   0.5229   0.995 
1016   A97    0.5045   ___      A9o    0.5809   0.5636   0.983 
1017   A95    0.5044   ___      A9o    0.5809   0.5586   0.978 
1018   A85    0.5044   ___      A8o    0.5783   0.5586   0.980 
1019   A98    0.5043   ___      A9o    0.5809   0.5783   0.997 
1020   A94    0.5042   ___      A9o    0.5809   0.5422   0.961 
1021   K92    0.5037   _AA      K9o    0.5575   0.4822   0.925 
1022   JT8    0.5036   A_A      JTo    0.5579   0.5496   0.992 
1023   KJ8    0.5036   _AA      KJo    0.5857   0.5496   0.964 
1024   K93    0.5035   A_A      K9o    0.5575   0.5340   0.976 
1025   A87    0.5029   ___      A8o    0.5783   0.5636   0.985 
1026   KQ3    0.5027   ___      KQo    0.5914   0.4913   0.900 
1027   KT7    0.5026   _AA      KTo    0.5808   0.5379   0.957 
1028   AT6    0.5025   ___      ATo    0.6039   0.5512   0.947 
1029   A76    0.5025   ___      A7o    0.5636   0.5512   0.988 
1030   KJ7    0.5024   _AA      KJo    0.5857   0.5379   0.952 
1031   KJ5    0.5023   AA_      KJs    0.6104   0.5210   0.911 
1032   543    0.5020   ___      54o    0.4194   0.3956   0.976 
1033   A64    0.5014   ___      A6o    0.5512   0.5422   0.991 
1034   653    0.5014   A_A      65o    0.4358   0.4330   0.997 
1035   Q55    0.5013   A_A      55     0.5439   0.5308   0.987 
1036   A84    0.5013   ___      A8o    0.5783   0.5422   0.964 
1037   KT5    0.5009   A_A      KTo    0.5808   0.5536   0.973 
1038   533    0.5008   A_A      33     0.4768   0.4414   0.965 
1039   T98    0.5005   AA_      T9s    0.5552   0.5084   0.953 
1040   K82    0.5005   A_A      K8o    0.5397   0.5229   0.983 
1041   KQ7    0.5002   AA_      KQs    0.6151   0.5379   0.923 
1042   876    0.5001   AA_      87s    0.5033   0.4549   0.952 
1043   K92    0.5000   AA_      K9s    0.5881   0.4822   0.894 
1044   KT6    0.5000   A_A      KTo    0.5808   0.5600   0.979 
1045   955    0.4998   A_A      55     0.5439   0.4799   0.936 
1046   QJ2    0.4995   _AA      QJo    0.5776   0.4771   0.900 
1047   KJ7    0.4994   AA_      KJs    0.6104   0.5379   0.928 
1048   K93    0.4988   _AA      K9o    0.5575   0.4913   0.934 
1049   QJ2    0.4987   AA_      QJs    0.5990   0.4590   0.860 
1050   533    0.4987   AA_      33     0.4768   0.4414   0.965 
1051   A85    0.4986   A_A      A5s    0.5858   0.5783   0.992 
1052   KT4    0.4984   AA_      KTs    0.6095   0.5124   0.903 
1053   744    0.4982   AA_      44     0.5079   0.4506   0.943 
1054   A86    0.4981   ___      A8o    0.5783   0.5512   0.973 
1055   744    0.4978   A_A      44     0.5079   0.4506   0.943 
1056   KT8    0.4977   _AA      KTo    0.5808   0.5412   0.960 
1057   Q55    0.4974   AA_      55     0.5439   0.5308   0.987 
1058   QJ8    0.4974   A_A      QJo    0.5776   0.5551   0.978 
1059   KJ2    0.4973   ___      KJo    0.5857   0.4822   0.897 
1060   653    0.4972   AA_      65s    0.4731   0.3956   0.922 
1061   KQ8    0.4971   AA_      KQs    0.6151   0.5397   0.925 
1062   654    0.4969   _AA      54s    0.4604   0.4358   0.975 
1063   987    0.4967   AA_      98s    0.5284   0.4807   0.952 
1064   765    0.4965   A_A      75s    0.4728   0.4509   0.978 
1065   A66    0.4965   ___      66     0.5788   0.5512   0.972 
1066   QJ3    0.4964   A_A      QJo    0.5776   0.5097   0.932 
1067   A97    0.4963   A_A      A7s    0.5903   0.5809   0.991 
1068   QJ3    0.4960   _AA      QJo    0.5776   0.4884   0.911 
1069   K94    0.4960   A_A      K9o    0.5575   0.5401   0.983 
1070   A64    0.4959   A_A      A4s    0.5739   0.5512   0.977 
1071   JT8    0.4959   _AA      JTo    0.5579   0.5412   0.983 
1072   QT2    0.4958   A_A      QTo    0.5698   0.5007   0.931 
1073   JT9    0.4957   A_A      J9s    0.5618   0.5579   0.996 
1074   KT6    0.4954   _AA      KTo    0.5808   0.5284   0.948 
1075   QJ8    0.4953   _AA      QJo    0.5776   0.5496   0.972 
1076   K73    0.4947   A_A      K7o    0.5379   0.5340   0.996 
1077   JT8    0.4944   AA_      JTs    0.5819   0.5176   0.936 
1078   QT8    0.4943   A_A      QTo    0.5698   0.5551   0.985 
1079   A96    0.4942   ___      A9o    0.5809   0.5512   0.970 
1080   K65    0.4942   AA_      K6s    0.5600   0.5210   0.961 
1081   KT8    0.4941   AA_      KTs    0.6095   0.5397   0.930 
1082   K95    0.4941   A_A      K9o    0.5575   0.5536   0.996 
1083   K64    0.4940   AA_      K6s    0.5600   0.5124   0.952 
1084   A74    0.4936   A_A      A4s    0.5739   0.5636   0.990 
1085   A86    0.4934   A_A      A6s    0.5845   0.5783   0.994 
1086   855    0.4933   ___      55     0.5439   0.4343   0.890 
1087   K93    0.4930   AA_      K9s    0.5881   0.4913   0.903 
1088   542    0.4929   AA_      54s    0.4604   0.3752   0.915 
1089   K52    0.4927   AA_      K5s    0.5536   0.4822   0.929 
1090   KJ6    0.4925   AA_      KJs    0.6104   0.5284   0.918 
1091   KJ3    0.4925   ___      KJo    0.5857   0.4913   0.906 
1092   KT9    0.4925   A_A      K9s    0.5881   0.5808   0.993 
1093   KQ9    0.4925   ___      KQo    0.5914   0.5575   0.966 
1094   K83    0.4925   A_A      K8o    0.5397   0.5340   0.994 
1095   QT8    0.4924   _AA      QTo    0.5698   0.5412   0.971 
1096   K52    0.4924   _AA      K5o    0.5210   0.4822   0.961 
1097   644    0.4923   ___      44     0.5079   0.4119   0.904 
1098   K66    0.4921   ___      66     0.5788   0.5284   0.950 
1099   K65    0.4918   _AA      K6o    0.5284   0.5210   0.993 
1100   Q66    0.4915   ___      66     0.5788   0.5055   0.927 
1101   KJ9    0.4914   A_A      K9s    0.5881   0.5857   0.998 
1102   543    0.4914   _AA      43s    0.4316   0.4194   0.988 
1103   QT2    0.4913   _AA      QTo    0.5698   0.4638   0.894 
1104   K87    0.4913   _AA      K8o    0.5397   0.5379   0.998 
1105   K72    0.4910   A_A      K7o    0.5379   0.5229   0.985 
1106   K54    0.4910   AA_      K5s    0.5536   0.5124   0.959 
1107   JT9    0.4909   ___      JTo    0.5579   0.5351   0.977 
1108   KT5    0.4906   _AA      KTo    0.5808   0.5210   0.940 
1109   J55    0.4904   A_A      55     0.5439   0.5085   0.965 
1110   KT7    0.4904   AA_      KTs    0.6095   0.5379   0.928 
1111   K62    0.4904   AA_      K6s    0.5600   0.4822   0.922 
1112   J98    0.4903   AA_      J9s    0.5618   0.5176   0.956 
1113   K64    0.4903   _AA      K6o    0.5284   0.5124   0.984 
1114   KQ5    0.4900   ___      KQo    0.5914   0.5210   0.930 
1115   KJ8    0.4900   AA_      KJs    0.6104   0.5397   0.929 
1116   K96    0.4899   _AA      K9o    0.5575   0.5284   0.971 
1117   K54    0.4898   _AA      K5o    0.5210   0.5124   0.991 
1118   J98    0.4898   _AA      J9o    0.5351   0.5284   0.993 
1119   K82    0.4896   AA_      K8s    0.5696   0.4822   0.913 
1120   QT9    0.4895   A_A      Q9s    0.5742   0.5698   0.996 
1121   KT2    0.4895   ___      KTo    0.5808   0.4822   0.901 
1122   KQ4    0.4895   ___      KQo    0.5914   0.5124   0.921 
1123   322    0.4893   A_A      22     0.4406   0.3948   0.954 
1124   J55    0.4891   AA_      55     0.5439   0.5085   0.965 
1125   K63    0.4891   AA_      K6s    0.5600   0.4913   0.931 
1126   542    0.4888   _AA      54o    0.4194   0.4090   0.990 
1127   K63    0.4887   _AA      K6o    0.5284   0.4913   0.963 
1128   KT9    0.4886   ___      KTo    0.5808   0.5575   0.977 
1129   K82    0.4885   _AA      K8o    0.5397   0.4822   0.943 
1130   K76    0.4885   AA_      K7s    0.5678   0.5284   0.961 
1131   T98    0.4884   A_A      T8s    0.5412   0.5249   0.984 
1132   K97    0.4881   _AA      K9o    0.5575   0.5379   0.980 
1133   K76    0.4880   _AA      K7o    0.5379   0.5284   0.990 
1134   322    0.4879   AA_      22     0.4406   0.3948   0.954 
1135   KT5    0.4878   AA_      KTs    0.6095   0.5210   0.911 
1136   K53    0.4877   _AA      K5o    0.5210   0.4913   0.970 
1137   T55    0.4876   A_A      55     0.5439   0.4918   0.948 
1138   K62    0.4875   _AA      K6o    0.5284   0.4822   0.954 
1139   K98    0.4875   _AA      K9o    0.5575   0.5397   0.982 
1140   QJ9    0.4875   ___      QJo    0.5776   0.5421   0.964 
1141   KJ9    0.4874   ___      KJo    0.5857   0.5575   0.972 
1142   K43    0.4872   AA_      K4s    0.5401   0.4913   0.951 
1143   764    0.4872   A_A      76o    0.4509   0.4506   1.000 
1144   K74    0.4871   _AA      K7o    0.5379   0.5124   0.975 
1145   K53    0.4870   AA_      K5s    0.5536   0.4913   0.938 
1146   QJ8    0.4869   AA_      QJs    0.5990   0.5299   0.931 
1147   K72    0.4867   AA_      K7s    0.5678   0.4822   0.914 
1148   K97    0.4864   AA_      K9s    0.5881   0.5379   0.950 
1149   QJ4    0.4862   _AA      QJo    0.5776   0.5029   0.925 
1150   433    0.4862   ___      33     0.4768   0.3843   0.908 
1151   QJ4    0.4859   A_A      QJo    0.5776   0.5156   0.938 
1152   K75    0.4859   _AA      K7o    0.5379   0.5210   0.983 
1153   T55    0.4858   AA_      55     0.5439   0.4918   0.948 
1154   K87    0.4858   AA_      K8s    0.5696   0.5379   0.968 
1155   KT6    0.4856   AA_      KTs    0.6095   0.5284   0.919 
1156   QT8    0.4855   AA_      QTs    0.5926   0.5299   0.937 
1157   T66    0.4855   ___      66     0.5788   0.4704   0.892 
1158   QJ3    0.4855   AA_      QJs    0.5990   0.4696   0.871 
1159   QT3    0.4854   A_A      QTo    0.5698   0.5097   0.940 
1160   K42    0.4854   AA_      K4s    0.5401   0.4822   0.942 
1161   633    0.4854   A_A      33     0.4768   0.4330   0.956 
1162   A95    0.4853   A_A      A5s    0.5858   0.5809   0.995 
1163   K95    0.4851   _AA      K9o    0.5575   0.5210   0.963 
1164   A65    0.4849   ___      A5o    0.5586   0.5512   0.993 
1165   QT2    0.4847   AA_      QTs    0.5926   0.4590   0.866 
1166   844    0.4845   A_A      44     0.5079   0.4555   0.948 
1167   764    0.4845   _AA      76o    0.4509   0.4477   0.997 
1168   K75    0.4843   AA_      K7s    0.5678   0.5210   0.953 
1169   K74    0.4842   AA_      K7s    0.5678   0.5124   0.945 
1170   KQ6    0.4839   ___      KQo    0.5914   0.5284   0.937 
1171   K86    0.4838   AA_      K8s    0.5696   0.5284   0.959 
1172   K94    0.4837   _AA      K9o    0.5575   0.5124   0.955 
1173   Q98    0.4836   _AA      Q9o    0.5421   0.5299   0.988 
1174   643    0.4834   AA_      64s    0.4477   0.3911   0.943 
1175   633    0.4833   AA_      33     0.4768   0.4330   0.956 
1176   K98    0.4830   AA_      K9s    0.5881   0.5397   0.952 
1177   K96    0.4829   AA_      K9s    0.5881   0.5284   0.940 
1178   T97    0.4829   A_A      T9o    0.5249   0.5194   0.994 
1179   876    0.4827   A_A      86s    0.4926   0.4700   0.977 
1180   K73    0.4826   AA_      K7s    0.5678   0.4913   0.924 
1181   765    0.4826   ___      76o    0.4509   0.4358   0.985 
1182   A63    0.4825   A_A      A3s    0.5665   0.5512   0.985 
1183   K86    0.4825   _AA      K8o    0.5397   0.5284   0.989 
1184   844    0.4820   AA_      44     0.5079   0.4555   0.948 
1185   765    0.4817   _AA      65s    0.4731   0.4509   0.978 
1186   KT3    0.4816   ___      KTo    0.5808   0.4913   0.910 
1187   QT3    0.4813   _AA      QTo    0.5698   0.4735   0.904 
1188   K95    0.4811   AA_      K9s    0.5881   0.5210   0.933 
1189   QJ5    0.4809   A_A      QJo    0.5776   0.5308   0.953 
1190   QT9    0.4809   ___      QTo    0.5698   0.5421   0.972 
1191   K42    0.4809   _AA      K4o    0.5124   0.4822   0.970 
1192   K72    0.4807   _AA      K7o    0.5379   0.4822   0.944 
1193   K85    0.4807   _AA      K8o    0.5397   0.5210   0.981 
1194   K94    0.4806   AA_      K9s    0.5881   0.5124   0.924 
1195   422    0.4802   AA_      22     0.4406   0.4090   0.968 
1196   K83    0.4802   _AA      K8o    0.5397   0.4913   0.952 
1197   422    0.4802   A_A      22     0.4406   0.4090   0.968 
1198   J66    0.4799   ___      66     0.5788   0.4787   0.900 
1199   Q92    0.4798   A_A      Q9o    0.5421   0.5007   0.959 
1200   QT6    0.4796   A_A      QTo    0.5698   0.5396   0.970 
1201   A96    0.4796   A_A      A6s    0.5845   0.5809   0.996 
1202   764    0.4795   AA_      76s    0.4918   0.4167   0.925 
1203   K73    0.4794   _AA      K7o    0.5379   0.4913   0.953 
1204   Q98    0.4794   AA_      Q9s    0.5742   0.5299   0.956 
1205   987    0.4793   A_A      97s    0.5138   0.4953   0.981 
1206   K43    0.4792   _AA      K4o    0.5124   0.4913   0.979 
1207   T97    0.4788   _AA      T9o    0.5249   0.5138   0.989 
1208   QJ6    0.4787   A_A      QJo    0.5776   0.5396   0.962 
1209   865    0.4786   AA_      86s    0.4926   0.4358   0.943 
1210   KJ4    0.4783   ___      KJo    0.5857   0.5124   0.927 
1211   K85    0.4783   AA_      K8s    0.5696   0.5210   0.951 
1212   K84    0.4781   _AA      K8o    0.5397   0.5124   0.973 
1213   532    0.4779   AA_      53s    0.4414   0.3752   0.934 
1214   986    0.4779   A_A      98o    0.4953   0.4943   0.999 
1215   A73    0.4776   A_A      A3s    0.5665   0.5636   0.997 
1216   K84    0.4773   AA_      K8s    0.5696   0.5124   0.943 
1217   754    0.4773   AA_      75s    0.4728   0.4194   0.947 
1218   K83    0.4772   AA_      K8s    0.5696   0.4913   0.922 
1219   533    0.4769   ___      33     0.4768   0.3956   0.919 
1220   522    0.4769   A_A      22     0.4406   0.4199   0.979 
1221   KQ7    0.4767   ___      KQo    0.5914   0.5379   0.946 
1222   K32    0.4762   AA_      K3s    0.5340   0.4822   0.948 
1223   QT4    0.4757   A_A      QTo    0.5698   0.5156   0.946 
1224   QJ4    0.4753   AA_      QJs    0.5990   0.4858   0.887 
1225   T97    0.4752   AA_      T9s    0.5552   0.4862   0.931 
1226   QJ6    0.4751   _AA      QJo    0.5776   0.5090   0.931 
1227   J44    0.4750   A_A      44     0.5079   0.5029   0.995 
1228   T98    0.4749   ___      T9o    0.5249   0.5084   0.984 
1229   QJ5    0.4748   _AA      QJo    0.5776   0.5085   0.931 
1230   987    0.4745   ___      98o    0.4953   0.4807   0.985 
1231   T87    0.4743   _AA      T8o    0.5084   0.5033   0.995 
1232   QT3    0.4743   AA_      QTs    0.5926   0.4696   0.877 
1233   K65    0.4740   A_A      K5s    0.5536   0.5284   0.975 
1234   432    0.4739   AA_      43s    0.4316   0.3602   0.929 
1235   532    0.4738   _AA      53o    0.3956   0.3948   0.999 
1236   K55    0.4738   ___      55     0.5439   0.5210   0.977 
1237   955    0.4736   ___      55     0.5439   0.4411   0.897 
1238   522    0.4735   AA_      22     0.4406   0.4199   0.979 
1239   QJ7    0.4734   A_A      QJo    0.5776   0.5408   0.963 
